country1,country2,sourceCountry,frequency,norm,year,month,day
US,CI,CA,0,647998,2017,9,8
US,CI,CA,0,429960,2017,9,9
US,CI,CA,0,411500,2017,9,10
US,CI,CA,0,643116,2017,9,11
US,CI,CA,0,698020,2017,9,12
US,CI,CA,0,679735,2017,9,13
US,CI,CA,0,684334,2017,9,14
US,CI,CA,0,568382,2017,9,15
US,CI,CA,0,408913,2017,9,16
US,CI,CA,0,402122,2017,9,17
US,CI,CA,0,626067,2017,9,18
US,CI,CA,0,676489,2017,9,19
US,CI,CA,0,698366,2017,9,20
US,CI,CA,0,697649,2017,9,21
US,CI,CA,0,605271,2017,9,22
US,CI,CA,0,443473,2017,9,23
US,CI,CA,0,384082,2017,9,24
US,CI,CA,0,651733,2017,9,25
US,CI,CA,0,652905,2017,9,26
US,CI,CA,0,622285,2017,9,27
US,CI,CA,0,652886,2017,9,28
US,CI,CA,0,597897,2017,9,29
US,CI,CA,0,387916,2017,9,30
US,CI,CA,0,348336,2017,10,1
US,CI,CA,0,580615,2017,10,2
US,CI,CA,0,657347,2017,10,3
US,CI,CA,0,589476,2017,10,4
US,CI,CA,0,655879,2017,10,5
US,CI,CA,0,575176,2017,10,6
US,CI,CA,0,415685,2017,10,7
US,CI,CA,0,387895,2017,10,8
US,CI,CA,0,641327,2017,10,9
US,CI,CA,0,635922,2017,10,10
US,CI,CA,9,675532,2017,10,11
US,CI,CA,2,684010,2017,10,12
US,CI,CA,0,661628,2017,10,13
US,CI,CA,0,415407,2017,10,14
US,CI,CA,0,408069,2017,10,15
US,CI,CA,0,601534,2017,10,16
US,CI,CA,0,719074,2017,10,17
US,CI,CA,0,645581,2017,10,18
US,CI,CA,0,706615,2017,10,19
US,CI,CA,0,705739,2017,10,20
US,CI,CA,0,420431,2017,10,21
US,CI,CA,0,426803,2017,10,22
US,CI,CA,0,691172,2017,10,23
US,CI,CA,0,701093,2017,10,24
US,CI,CA,0,707073,2017,10,25
US,CI,CA,0,748252,2017,10,26
US,CI,CA,0,662645,2017,10,27
US,CI,CA,0,430856,2017,10,28
US,CI,CA,0,402275,2017,10,29
US,CI,CA,0,648194,2017,10,30
US,CI,CA,0,713776,2017,10,31
US,CI,CA,0,705234,2017,11,1
US,CI,CA,0,680334,2017,11,2
US,CI,CA,0,696481,2017,11,3
US,CI,CA,0,426894,2017,11,4
US,CI,CA,1,393052,2017,11,5
US,CI,CA,0,659873,2017,11,6
US,CI,CA,0,733233,2017,11,7
US,CI,CA,0,708394,2017,11,8
US,CI,CA,0,730383,2017,11,9
US,CI,CA,0,687141,2017,11,10
US,CI,CA,2,426572,2017,11,11
US,CI,CA,1,402133,2017,11,12
US,CI,CA,1,682491,2017,11,13
US,CI,CA,0,734872,2017,11,14
US,CI,CA,0,742764,2017,11,15
US,CI,CA,0,630736,2017,11,16
US,CI,CA,0,676637,2017,11,17
US,CI,CA,0,409283,2017,11,18
US,CI,CA,0,387959,2017,11,19
US,CI,CA,0,644099,2017,11,20
US,CI,CA,0,719406,2017,11,21
US,CI,CA,0,667079,2017,11,22
US,CI,CA,0,575169,2017,11,23
US,CI,CA,0,594491,2017,11,24
US,CI,CA,0,376547,2017,11,25
US,CI,CA,0,377487,2017,11,26
US,CI,CA,0,599212,2017,11,27
US,CI,CA,0,713850,2017,11,28
US,CI,CA,0,726734,2017,11,29
US,CI,CA,0,702677,2017,11,30
US,CI,CA,0,347532,2017,12,3
US,CI,CA,0,603840,2017,12,4
US,CI,CA,0,665504,2017,12,5
US,CI,CA,0,669094,2017,12,6
US,CI,CA,0,682878,2017,12,7
US,CI,CA,0,645343,2017,12,8
US,CI,CA,0,392702,2017,12,9
US,CI,CA,0,386041,2017,12,10
US,CI,CA,0,562684,2017,12,11
US,CI,CA,0,668426,2017,12,12
US,CI,CA,0,711463,2017,12,13
US,CI,CA,0,680273,2017,12,14
US,CI,CA,0,611220,2017,12,15
US,CI,CA,0,367642,2017,12,16
US,CI,CA,0,354372,2017,12,17
US,CI,CA,0,568589,2017,12,18
US,CI,CA,0,618096,2017,12,19
US,CI,CA,0,611544,2017,12,20
US,CI,CA,0,635258,2017,12,21
US,CI,CA,0,577086,2017,12,22
US,CI,CA,0,405042,2017,12,23
US,CI,CA,0,351541,2017,12,24
US,CI,CA,0,347346,2017,12,25
US,CI,CA,0,440947,2017,12,26
US,CI,CA,0,519620,2017,12,27
US,CI,CA,0,561053,2017,12,28
US,CI,CA,0,524027,2017,12,29
US,CI,CA,0,362344,2017,12,30
US,CI,CA,0,323669,2017,12,31
US,CI,CA,0,372641,2018,1,1
SW,RS,CA,0,427906,2017,1,1
SW,RS,CA,0,592774,2017,1,2
SW,RS,CA,0,757916,2017,1,3
SW,RS,CA,0,822862,2017,1,4
SW,RS,CA,0,830028,2017,1,5
SW,RS,CA,0,766969,2017,1,6
SW,RS,CA,0,520691,2017,1,7
SW,RS,CA,0,488784,2017,1,8
SW,RS,CA,0,813487,2017,1,9
SW,RS,CA,0,884856,2017,1,10
SW,RS,CA,0,879968,2017,1,11
SW,RS,CA,0,873198,2017,1,12
SW,RS,CA,0,847105,2017,1,13
SW,RS,CA,0,538257,2017,1,14
SW,RS,CA,0,485270,2017,1,15
SW,RS,CA,0,778396,2017,1,16
SW,RS,CA,0,872725,2017,1,17
SW,RS,CA,0,903497,2017,1,18
SW,RS,CA,0,897136,2017,1,19
SW,RS,CA,0,840244,2017,1,20
SW,RS,CA,0,542714,2017,1,21
SW,RS,CA,0,507306,2017,1,22
SW,RS,CA,0,816816,2017,1,23
SW,RS,CA,0,882520,2017,1,24
SW,RS,CA,0,888646,2017,1,25
SW,RS,CA,0,850165,2017,1,26
SW,RS,CA,0,814253,2017,1,27
SW,RS,CA,0,540104,2017,1,28
SW,RS,CA,0,492134,2017,1,29
SW,RS,CA,0,800343,2017,1,30
SW,RS,CA,0,866957,2017,1,31
SW,RS,CA,0,877514,2017,2,1
SW,RS,CA,0,878535,2017,2,2
SW,RS,CA,0,849054,2017,2,3
SW,RS,CA,0,547610,2017,2,4
SW,RS,CA,0,489387,2017,2,5
SW,RS,CA,0,810397,2017,2,6
SW,RS,CA,0,886593,2017,2,7
SW,RS,CA,0,908408,2017,2,8
SW,RS,CA,0,895654,2017,2,9
SW,RS,CA,0,851022,2017,2,10
SW,RS,CA,0,535178,2017,2,11
SW,RS,CA,0,501551,2017,2,12
SW,RS,CA,0,828201,2017,2,13
SW,RS,CA,0,888105,2017,2,14
SW,RS,CA,0,902442,2017,2,15
SW,RS,CA,0,899621,2017,2,16
SW,RS,CA,0,845037,2017,2,17
SW,RS,CA,0,546303,2017,2,18
SW,RS,CA,0,492129,2017,2,19
SW,RS,CA,0,770453,2017,2,20
SW,RS,CA,0,863510,2017,2,21
SW,RS,CA,0,896676,2017,2,22
SW,RS,CA,0,882237,2017,2,23
SW,RS,CA,0,831927,2017,2,24
SW,RS,CA,0,537968,2017,2,25
SW,RS,CA,0,490789,2017,2,26
SW,RS,CA,0,801362,2017,2,27
SW,RS,CA,0,845987,2017,2,28
SW,RS,CA,0,891852,2017,3,1
SW,RS,CA,0,884489,2017,3,2
SW,RS,CA,0,826318,2017,3,3
SW,RS,CA,0,534735,2017,3,4
SW,RS,CA,0,482946,2017,3,5
SW,RS,CA,0,814270,2017,3,6
SW,RS,CA,0,877288,2017,3,7
SW,RS,CA,0,875771,2017,3,8
SW,RS,CA,0,884687,2017,3,9
SW,RS,CA,0,841988,2017,3,10
SW,RS,CA,0,532499,2017,3,11
SW,RS,CA,0,478177,2017,3,12
SW,RS,CA,0,774347,2017,3,13
SW,RS,CA,0,846836,2017,3,14
SW,RS,CA,0,856685,2017,3,15
SW,RS,CA,0,892032,2017,3,16
SW,RS,CA,0,824348,2017,3,17
SW,RS,CA,0,504221,2017,3,18
SW,RS,CA,0,447313,2017,3,19
SW,RS,CA,0,722253,2017,3,20
SW,RS,CA,0,817880,2017,3,21
SW,RS,CA,0,810708,2017,3,22
SW,RS,CA,0,773991,2017,3,23
SW,RS,CA,0,763095,2017,3,24
SW,RS,CA,0,488516,2017,3,25
SW,RS,CA,0,451618,2017,3,26
SW,RS,CA,0,715700,2017,3,27
SW,RS,CA,0,813645,2017,3,28
SW,RS,CA,0,862935,2017,3,29
SW,RS,CA,0,849617,2017,3,30
SW,RS,CA,0,802523,2017,3,31
SW,RS,CA,0,492104,2017,4,1
SW,RS,CA,0,451222,2017,4,2
SW,RS,CA,0,752077,2017,4,3
SW,RS,CA,0,803101,2017,4,4
SW,RS,CA,0,828653,2017,4,5
SW,RS,CA,0,806340,2017,4,6
SW,RS,CA,0,812309,2017,4,7
SW,RS,CA,0,498778,2017,4,8
SW,RS,CA,0,465133,2017,4,9
SW,RS,CA,0,760184,2017,4,10
SW,RS,CA,0,823150,2017,4,11
SW,RS,CA,0,818751,2017,4,12
SW,RS,CA,0,804729,2017,4,13
SW,RS,CA,0,604707,2017,4,14
SW,RS,CA,0,466894,2017,4,15
SW,RS,CA,0,433510,2017,4,16
SW,RS,CA,0,638778,2017,4,17
SW,RS,CA,0,784482,2017,4,18
SW,RS,CA,0,747158,2017,4,19
SW,RS,CA,0,796608,2017,4,20
SW,RS,CA,0,772343,2017,4,21
SW,RS,CA,0,457279,2017,4,22
SW,RS,CA,0,433977,2017,4,23
SW,RS,CA,0,712864,2017,4,24
SW,RS,CA,0,802345,2017,4,25
SW,RS,CA,0,796260,2017,4,26
SW,RS,CA,0,825698,2017,4,27
SW,RS,CA,0,752542,2017,4,28
SW,RS,CA,0,493023,2017,4,29
SW,RS,CA,0,427499,2017,4,30
SW,RS,CA,0,600759,2017,5,1
SW,RS,CA,0,713808,2017,5,2
SW,RS,CA,0,776343,2017,5,3
SW,RS,CA,0,683863,2017,5,4
SW,RS,CA,0,630955,2017,5,5
SW,RS,CA,0,455760,2017,5,6
SW,RS,CA,0,426317,2017,5,7
SW,RS,CA,0,679107,2017,5,8
SW,RS,CA,0,708355,2017,5,9
SW,RS,CA,0,728743,2017,5,10
SW,RS,CA,0,715973,2017,5,11
SW,RS,CA,0,716059,2017,5,12
SW,RS,CA,0,462677,2017,5,13
SW,RS,CA,0,421261,2017,5,14
SW,RS,CA,0,692695,2017,5,15
SW,RS,CA,0,744883,2017,5,16
SW,RS,CA,0,751132,2017,5,17
SW,RS,CA,0,810482,2017,5,18
SW,RS,CA,0,750116,2017,5,19
SW,RS,CA,0,473050,2017,5,20
SW,RS,CA,0,397009,2017,5,21
SW,RS,CA,0,703101,2017,5,22
SW,RS,CA,0,773334,2017,5,23
SW,RS,CA,0,720427,2017,5,24
SW,RS,CA,0,727556,2017,5,25
SW,RS,CA,0,712604,2017,5,26
SW,RS,CA,0,489464,2017,5,27
SW,RS,CA,0,448928,2017,5,28
SW,RS,CA,0,605486,2017,5,29
SW,RS,CA,0,661069,2017,5,30
SW,RS,CA,0,745257,2017,5,31
SW,RS,CA,0,744295,2017,6,1
SW,RS,CA,0,724843,2017,6,2
SW,RS,CA,0,451564,2017,6,3
SW,RS,CA,0,429682,2017,6,4
SW,RS,CA,0,703607,2017,6,5
SW,RS,CA,0,736228,2017,6,6
SW,RS,CA,0,735573,2017,6,7
SW,RS,CA,0,768985,2017,6,8
SW,RS,CA,0,770400,2017,6,9
SW,RS,CA,0,434080,2017,6,10
SW,RS,CA,0,430541,2017,6,11
SW,RS,CA,0,680435,2017,6,12
SW,RS,CA,0,735151,2017,6,13
SW,RS,CA,0,788289,2017,6,14
SW,RS,CA,0,762286,2017,6,15
SW,RS,CA,0,716460,2017,6,16
SW,RS,CA,0,440916,2017,6,17
SW,RS,CA,0,439922,2017,6,18
SW,RS,CA,0,689443,2017,6,19
SW,RS,CA,0,712433,2017,6,20
SW,RS,CA,0,760797,2017,6,21
SW,RS,CA,0,711096,2017,6,22
SW,RS,CA,0,658889,2017,6,23
SW,RS,CA,0,467374,2017,6,24
SW,RS,CA,0,372431,2017,6,25
SW,RS,CA,0,603267,2017,6,26
SW,RS,CA,0,576105,2017,6,27
SW,RS,CA,0,617148,2017,6,28
SW,RS,CA,0,564835,2017,6,29
SW,RS,CA,0,585683,2017,6,30
SW,RS,CA,0,396436,2017,7,1
SW,RS,CA,0,371913,2017,7,2
SW,RS,CA,0,556226,2017,7,3
SW,RS,CA,0,540275,2017,7,4
SW,RS,CA,0,528369,2017,7,5
SW,RS,CA,0,595517,2017,7,6
SW,RS,CA,0,566311,2017,7,7
SW,RS,CA,0,403913,2017,7,8
SW,RS,CA,0,376723,2017,7,9
SW,RS,CA,0,552863,2017,7,10
SW,RS,CA,0,610662,2017,7,11
SW,RS,CA,0,628745,2017,7,12
SW,RS,CA,0,582384,2017,7,13
SW,RS,CA,0,559190,2017,7,14
SW,RS,CA,0,375192,2017,7,15
SW,RS,CA,0,341556,2017,7,16
SW,RS,CA,0,559265,2017,7,17
SW,RS,CA,0,580912,2017,7,18
SW,RS,CA,0,630581,2017,7,19
SW,RS,CA,0,584050,2017,7,20
SW,RS,CA,0,553851,2017,7,21
SW,RS,CA,0,402609,2017,7,22
SW,RS,CA,0,355763,2017,7,23
SW,RS,CA,0,591647,2017,7,24
SW,RS,CA,0,649693,2017,7,25
SW,RS,CA,0,607441,2017,7,26
SW,RS,CA,0,622922,2017,7,27
SW,RS,CA,0,607879,2017,7,28
SW,RS,CA,0,438089,2017,7,29
SW,RS,CA,0,399877,2017,7,30
SW,RS,CA,0,630566,2017,7,31
SW,RS,CA,0,645817,2017,8,1
SW,RS,CA,0,690524,2017,8,2
SW,RS,CA,0,638560,2017,8,3
SW,RS,CA,0,635373,2017,8,4
SW,RS,CA,0,397022,2017,8,5
SW,RS,CA,0,361365,2017,8,6
SW,RS,CA,0,616868,2017,8,7
SW,RS,CA,0,644359,2017,8,8
SW,RS,CA,0,649714,2017,8,9
SW,RS,CA,0,577925,2017,8,10
SW,RS,CA,0,577369,2017,8,11
SW,RS,CA,0,407685,2017,8,12
SW,RS,CA,0,361785,2017,8,13
SW,RS,CA,0,560000,2017,8,14
SW,RS,CA,0,640227,2017,8,15
SW,RS,CA,0,639190,2017,8,16
SW,RS,CA,0,658802,2017,8,17
SW,RS,CA,0,570503,2017,8,18
SW,RS,CA,0,422148,2017,8,19
SW,RS,CA,0,369867,2017,8,20
SW,RS,CA,0,597743,2017,8,21
SW,RS,CA,0,611343,2017,8,22
SW,RS,CA,0,650017,2017,8,23
SW,RS,CA,0,265654,2017,8,24
SW,RS,CA,0,538796,2017,8,25
SW,RS,CA,0,435928,2017,8,26
SW,RS,CA,0,383250,2017,8,27
SW,RS,CA,0,390043,2017,8,28
SW,RS,CA,0,670206,2017,8,29
SW,RS,CA,0,682102,2017,8,30
SW,RS,CA,0,587787,2017,8,31
SW,RS,CA,0,579761,2017,9,1
SW,RS,CA,0,417828,2017,9,2
SW,RS,CA,0,375844,2017,9,3
SW,RS,CA,0,537094,2017,9,4
SW,RS,CA,0,610794,2017,9,5
SW,RS,CA,0,683987,2017,9,6
SW,RS,CA,0,668171,2017,9,7
SW,RS,CA,0,647998,2017,9,8
SW,RS,CA,0,429960,2017,9,9
SW,RS,CA,0,411500,2017,9,10
SW,RS,CA,0,643116,2017,9,11
SW,RS,CA,0,698020,2017,9,12
SW,RS,CA,0,679735,2017,9,13
SW,RS,CA,0,684334,2017,9,14
SW,RS,CA,0,568382,2017,9,15
SW,RS,CA,0,408913,2017,9,16
SW,RS,CA,0,402122,2017,9,17
SW,RS,CA,0,626067,2017,9,18
SW,RS,CA,0,676489,2017,9,19
SW,RS,CA,0,698366,2017,9,20
SW,RS,CA,0,697649,2017,9,21
SW,RS,CA,0,605271,2017,9,22
SW,RS,CA,0,443473,2017,9,23
SW,RS,CA,0,384082,2017,9,24
SW,RS,CA,0,651733,2017,9,25
SW,RS,CA,0,652905,2017,9,26
SW,RS,CA,0,622285,2017,9,27
SW,RS,CA,0,652886,2017,9,28
SW,RS,CA,0,597897,2017,9,29
SW,RS,CA,0,387916,2017,9,30
SW,RS,CA,0,348336,2017,10,1
SW,RS,CA,0,580615,2017,10,2
SW,RS,CA,0,657347,2017,10,3
SW,RS,CA,0,589476,2017,10,4
SW,RS,CA,0,655879,2017,10,5
SW,RS,CA,0,575176,2017,10,6
SW,RS,CA,0,415685,2017,10,7
SW,RS,CA,0,387895,2017,10,8
SW,RS,CA,0,641327,2017,10,9
SW,RS,CA,0,635922,2017,10,10
SW,RS,CA,0,675532,2017,10,11
SW,RS,CA,0,684010,2017,10,12
SW,RS,CA,0,661628,2017,10,13
SW,RS,CA,0,415407,2017,10,14
SW,RS,CA,0,408069,2017,10,15
SW,RS,CA,0,601534,2017,10,16
SW,RS,CA,0,719074,2017,10,17
SW,RS,CA,0,645581,2017,10,18
SW,RS,CA,0,706615,2017,10,19
SW,RS,CA,0,705739,2017,10,20
SW,RS,CA,0,420431,2017,10,21
SW,RS,CA,0,426803,2017,10,22
SW,RS,CA,0,691172,2017,10,23
SW,RS,CA,0,701093,2017,10,24
SW,RS,CA,0,707073,2017,10,25
SW,RS,CA,0,748252,2017,10,26
SW,RS,CA,0,662645,2017,10,27
SW,RS,CA,0,430856,2017,10,28
SW,RS,CA,0,402275,2017,10,29
SW,RS,CA,0,648194,2017,10,30
SW,RS,CA,0,713776,2017,10,31
SW,RS,CA,0,705234,2017,11,1
SW,RS,CA,0,680334,2017,11,2
SW,RS,CA,0,696481,2017,11,3
SW,RS,CA,1,426894,2017,11,4
SW,RS,CA,0,393052,2017,11,5
SW,RS,CA,0,659873,2017,11,6
SW,RS,CA,0,733233,2017,11,7
SW,RS,CA,0,708394,2017,11,8
SW,RS,CA,0,730383,2017,11,9
SW,RS,CA,0,687141,2017,11,10
SW,RS,CA,0,426572,2017,11,11
SW,RS,CA,0,402133,2017,11,12
SW,RS,CA,0,682491,2017,11,13
SW,RS,CA,0,734872,2017,11,14
SW,RS,CA,0,742764,2017,11,15
SW,RS,CA,0,630736,2017,11,16
SW,RS,CA,0,676637,2017,11,17
SW,RS,CA,0,409283,2017,11,18
SW,RS,CA,0,387959,2017,11,19
SW,RS,CA,0,644099,2017,11,20
SW,RS,CA,0,719406,2017,11,21
SW,RS,CA,0,667079,2017,11,22
SW,RS,CA,0,575169,2017,11,23
SW,RS,CA,0,594491,2017,11,24
SW,RS,CA,0,376547,2017,11,25
SW,RS,CA,0,377487,2017,11,26
SW,RS,CA,0,599212,2017,11,27
SW,RS,CA,0,713850,2017,11,28
SW,RS,CA,0,726734,2017,11,29
SW,RS,CA,0,702677,2017,11,30
SW,RS,CA,0,347532,2017,12,3
SW,RS,CA,0,603840,2017,12,4
SW,RS,CA,0,665504,2017,12,5
SW,RS,CA,0,669094,2017,12,6
SW,RS,CA,0,682878,2017,12,7
SW,RS,CA,0,645343,2017,12,8
SW,RS,CA,0,392702,2017,12,9
SW,RS,CA,0,386041,2017,12,10
SW,RS,CA,0,562684,2017,12,11
SW,RS,CA,0,668426,2017,12,12
SW,RS,CA,0,711463,2017,12,13
SW,RS,CA,0,680273,2017,12,14
SW,RS,CA,0,611220,2017,12,15
SW,RS,CA,0,367642,2017,12,16
SW,RS,CA,0,354372,2017,12,17
SW,RS,CA,0,568589,2017,12,18
SW,RS,CA,0,618096,2017,12,19
SW,RS,CA,0,611544,2017,12,20
SW,RS,CA,0,635258,2017,12,21
SW,RS,CA,0,577086,2017,12,22
SW,RS,CA,0,405042,2017,12,23
SW,RS,CA,0,351541,2017,12,24
SW,RS,CA,0,347346,2017,12,25
SW,RS,CA,0,440947,2017,12,26
SW,RS,CA,0,519620,2017,12,27
SW,RS,CA,0,561053,2017,12,28
SW,RS,CA,0,524027,2017,12,29
SW,RS,CA,0,362344,2017,12,30
SW,RS,CA,0,323669,2017,12,31
SW,RS,CA,0,372641,2018,1,1
SW,US,CH,0,427906,2017,1,1
SW,US,CH,0,592774,2017,1,2
SW,US,CH,0,757916,2017,1,3
SW,US,CH,0,822862,2017,1,4
SW,US,CH,0,830028,2017,1,5
SW,US,CH,0,766969,2017,1,6
SW,US,CH,0,520691,2017,1,7
SW,US,CH,0,488784,2017,1,8
SW,US,CH,0,813487,2017,1,9
SW,US,CH,0,884856,2017,1,10
SW,US,CH,0,879968,2017,1,11
SW,US,CH,0,873198,2017,1,12
SW,US,CH,0,847105,2017,1,13
SW,US,CH,0,538257,2017,1,14
SW,US,CH,0,485270,2017,1,15
SW,US,CH,0,778396,2017,1,16
SW,US,CH,0,872725,2017,1,17
SW,US,CH,0,903497,2017,1,18
SW,US,CH,0,897136,2017,1,19
SW,US,CH,0,840244,2017,1,20
SW,US,CH,1,542714,2017,1,21
SW,US,CH,0,507306,2017,1,22
SW,US,CH,0,816816,2017,1,23
SW,US,CH,0,882520,2017,1,24
SW,US,CH,0,888646,2017,1,25
SW,US,CH,0,850165,2017,1,26
SW,US,CH,0,814253,2017,1,27
SW,US,CH,0,540104,2017,1,28
SW,US,CH,0,492134,2017,1,29
SW,US,CH,0,800343,2017,1,30
SW,US,CH,0,866957,2017,1,31
SW,US,CH,0,877514,2017,2,1
SW,US,CH,0,878535,2017,2,2
SW,US,CH,0,849054,2017,2,3
SW,US,CH,0,547610,2017,2,4
SW,US,CH,0,489387,2017,2,5
SW,US,CH,0,810397,2017,2,6
SW,US,CH,0,886593,2017,2,7
SW,US,CH,0,908408,2017,2,8
SW,US,CH,0,895654,2017,2,9
SW,US,CH,0,851022,2017,2,10
SW,US,CH,0,535178,2017,2,11
SW,US,CH,0,501551,2017,2,12
SW,US,CH,0,828201,2017,2,13
SW,US,CH,0,888105,2017,2,14
SW,US,CH,0,902442,2017,2,15
SW,US,CH,0,899621,2017,2,16
SW,US,CH,0,845037,2017,2,17
SW,US,CH,0,546303,2017,2,18
SW,US,CH,0,492129,2017,2,19
SW,US,CH,0,770453,2017,2,20
SW,US,CH,2,863510,2017,2,21
SW,US,CH,0,896676,2017,2,22
SW,US,CH,0,882237,2017,2,23
SW,US,CH,0,831927,2017,2,24
SW,US,CH,0,537968,2017,2,25
SW,US,CH,0,490789,2017,2,26
SW,US,CH,0,801362,2017,2,27
SW,US,CH,0,845987,2017,2,28
SW,US,CH,0,891852,2017,3,1
SW,US,CH,0,884489,2017,3,2
SW,US,CH,0,826318,2017,3,3
SW,US,CH,0,534735,2017,3,4
SW,US,CH,0,482946,2017,3,5
SW,US,CH,0,814270,2017,3,6
SW,US,CH,0,877288,2017,3,7
SW,US,CH,0,875771,2017,3,8
SW,US,CH,0,884687,2017,3,9
SW,US,CH,0,841988,2017,3,10
SW,US,CH,0,532499,2017,3,11
SW,US,CH,0,478177,2017,3,12
SW,US,CH,0,774347,2017,3,13
SW,US,CH,0,846836,2017,3,14
SW,US,CH,0,856685,2017,3,15
SW,US,CH,0,892032,2017,3,16
SW,US,CH,0,824348,2017,3,17
SW,US,CH,1,504221,2017,3,18
SW,US,CH,0,447313,2017,3,19
SW,US,CH,1,722253,2017,3,20
SW,US,CH,0,817880,2017,3,21
SW,US,CH,0,810708,2017,3,22
SW,US,CH,0,773991,2017,3,23
SW,US,CH,1,763095,2017,3,24
SW,US,CH,0,488516,2017,3,25
SW,US,CH,0,451618,2017,3,26
SW,US,CH,0,715700,2017,3,27
SW,US,CH,0,813645,2017,3,28
SW,US,CH,3,862935,2017,3,29
SW,US,CH,0,849617,2017,3,30
SW,US,CH,0,802523,2017,3,31
SW,US,CH,0,492104,2017,4,1
SW,US,CH,0,451222,2017,4,2
SW,US,CH,0,752077,2017,4,3
SW,US,CH,0,803101,2017,4,4
SW,US,CH,0,828653,2017,4,5
SW,US,CH,1,806340,2017,4,6
SW,US,CH,0,812309,2017,4,7
SW,US,CH,0,498778,2017,4,8
SW,US,CH,0,465133,2017,4,9
SW,US,CH,0,760184,2017,4,10
SW,US,CH,0,823150,2017,4,11
SW,US,CH,1,818751,2017,4,12
SW,US,CH,0,804729,2017,4,13
SW,US,CH,0,604707,2017,4,14
SW,US,CH,0,466894,2017,4,15
SW,US,CH,0,433510,2017,4,16
SW,US,CH,0,638778,2017,4,17
SW,US,CH,0,784482,2017,4,18
SW,US,CH,0,747158,2017,4,19
SW,US,CH,0,796608,2017,4,20
SW,US,CH,1,772343,2017,4,21
SW,US,CH,0,457279,2017,4,22
SW,US,CH,1,433977,2017,4,23
SW,US,CH,0,712864,2017,4,24
SW,US,CH,0,802345,2017,4,25
SW,US,CH,0,796260,2017,4,26
SW,US,CH,0,825698,2017,4,27
SW,US,CH,0,752542,2017,4,28
SW,US,CH,0,493023,2017,4,29
SW,US,CH,0,427499,2017,4,30
SW,US,CH,0,600759,2017,5,1
SW,US,CH,0,713808,2017,5,2
SW,US,CH,0,776343,2017,5,3
SW,US,CH,0,683863,2017,5,4
SW,US,CH,0,630955,2017,5,5
SW,US,CH,0,455760,2017,5,6
SW,US,CH,0,426317,2017,5,7
SW,US,CH,0,679107,2017,5,8
SW,US,CH,0,708355,2017,5,9
SW,US,CH,0,728743,2017,5,10
SW,US,CH,0,715973,2017,5,11
SW,US,CH,0,716059,2017,5,12
SW,US,CH,0,462677,2017,5,13
SW,US,CH,0,421261,2017,5,14
SW,US,CH,0,692695,2017,5,15
SW,US,CH,0,744883,2017,5,16
SW,US,CH,0,751132,2017,5,17
SW,US,CH,0,810482,2017,5,18
SW,US,CH,0,750116,2017,5,19
SW,US,CH,0,473050,2017,5,20
SW,US,CH,0,397009,2017,5,21
SW,US,CH,0,703101,2017,5,22
SW,US,CH,0,773334,2017,5,23
SW,US,CH,0,720427,2017,5,24
SW,US,CH,0,727556,2017,5,25
SW,US,CH,0,712604,2017,5,26
SW,US,CH,0,489464,2017,5,27
SW,US,CH,0,448928,2017,5,28
SW,US,CH,0,605486,2017,5,29
SW,US,CH,0,661069,2017,5,30
SW,US,CH,0,745257,2017,5,31
SW,US,CH,0,744295,2017,6,1
SW,US,CH,0,724843,2017,6,2
SW,US,CH,0,451564,2017,6,3
SW,US,CH,0,429682,2017,6,4
SW,US,CH,0,703607,2017,6,5
SW,US,CH,0,736228,2017,6,6
SW,US,CH,0,735573,2017,6,7
SW,US,CH,0,768985,2017,6,8
SW,US,CH,0,770400,2017,6,9
SW,US,CH,0,434080,2017,6,10
SW,US,CH,1,430541,2017,6,11
SW,US,CH,1,680435,2017,6,12
SW,US,CH,0,735151,2017,6,13
SW,US,CH,0,788289,2017,6,14
SW,US,CH,0,762286,2017,6,15
SW,US,CH,0,716460,2017,6,16
SW,US,CH,0,440916,2017,6,17
SW,US,CH,0,439922,2017,6,18
SW,US,CH,0,689443,2017,6,19
SW,US,CH,0,712433,2017,6,20
SW,US,CH,0,760797,2017,6,21
SW,US,CH,0,711096,2017,6,22
SW,US,CH,0,658889,2017,6,23
SW,US,CH,0,467374,2017,6,24
SW,US,CH,0,372431,2017,6,25
SW,US,CH,0,603267,2017,6,26
SW,US,CH,0,576105,2017,6,27
SW,US,CH,0,617148,2017,6,28
SW,US,CH,0,564835,2017,6,29
SW,US,CH,0,585683,2017,6,30
SW,US,CH,0,396436,2017,7,1
SW,US,CH,0,371913,2017,7,2
SW,US,CH,0,556226,2017,7,3
SW,US,CH,0,540275,2017,7,4
SW,US,CH,0,528369,2017,7,5
SW,US,CH,0,595517,2017,7,6
SW,US,CH,0,566311,2017,7,7
SW,US,CH,0,403913,2017,7,8
SW,US,CH,0,376723,2017,7,9
SW,US,CH,0,552863,2017,7,10
SW,US,CH,0,610662,2017,7,11
SW,US,CH,0,628745,2017,7,12
SW,US,CH,0,582384,2017,7,13
SW,US,CH,0,559190,2017,7,14
SW,US,CH,0,375192,2017,7,15
SW,US,CH,0,341556,2017,7,16
SW,US,CH,0,559265,2017,7,17
SW,US,CH,0,580912,2017,7,18
SW,US,CH,0,630581,2017,7,19
SW,US,CH,0,584050,2017,7,20
SW,US,CH,0,553851,2017,7,21
